TS_Machine,hr
1555570881.13984,76.79644
1555570881.88987,79.99628
1555570882.68678,75.29063
1555570883.49932,73.84273
1555570884.2181,83.47441
1555570884.99939,76.79644
1555570885.78068,76.79644
1555570891.99971,72.44947
1555570892.79663,75.29063
1555570893.57791,76.79646
1555570894.37482,75.29063
1555570895.20299,72.44947
1555570895.98427,76.79644
1555570896.70306,83.47441
1555570897.49997,75.29063
1555570898.26563,78.36371
1555570898.98441,83.47439
1555570907.78169,71.10783
1555570908.64111,69.81495
1555570909.37552,81.69833
1555570910.20368,72.44947
1555570917.82904,76.79644
1555570918.56344,81.69833
1555570919.39161,72.44947
1555570920.18852,75.29065
1555570920.98543,75.29063
1555570921.76672,76.79644
1555570922.59488,72.44947
1555570923.42304,72.44947
1555570924.26683,71.10782
1555570925.03249,78.36374
1555570925.87628,71.10782
1555570926.72007,71.10782
1555570927.57949,69.81495
1555570928.3764,75.29063
1555570929.15768,76.79644
1555570929.98585,72.44947
1555570930.76713,76.79646
1555570931.50154,81.69833
1555570932.29846,75.29063
1555570933.11099,73.84273
1555570933.86103,79.99632
1555570934.61106,79.99628
1555570935.40797,75.29063
1555570936.25176,71.10782
1555570949.12736,81.69833
1555570949.86177,81.69836
1555570950.64305,76.79644
1555570951.45559,73.84273
1555570952.2525,75.29063
1555570953.06504,73.84273
1555570953.87758,73.84273
1555570954.72137,71.10783
1555570955.50265,76.79644
1555570956.28394,76.79644
1555570957.14336,69.81495
1555570957.94027,75.29063
1555570958.70593,78.36374
1555570959.54972,71.10782
1555570960.48726,63.99702
1555570961.45606,61.93262
1555570962.4561,59.99723
1555570963.40927,62.94791
1555570964.25306,71.10782
1555570965.03435,76.79644
1555570965.86251,72.44947
1555570966.7063,71.10782
1555570967.64384,63.99704
1555570968.59701,62.94791
1555570969.42517,72.44947
1555570970.31584,67.3653
1555570971.15963,71.10782
1555570971.97217,73.84275
1555570972.78471,73.84273
1555570973.64412,69.81495
1555570974.55041,66.20383
1555570975.47233,65.08173
1555570976.33174,69.81495
1555570977.23804,66.20383
1555570978.14433,66.20383
1555570979.01937,68.56825
1555570979.91004,67.3653
1555570980.83195,65.08173
1555570981.67574,71.10782
1555570982.55078,68.56825
1555570983.34769,75.29063
1555570984.12898,76.79644
1555570984.92589,75.29063
1555570985.67593,79.99632
1555570986.45721,76.79644
1555570987.2385,76.79644
1555570988.01979,76.79644
1555570988.83232,73.84273
1555570989.58236,79.99632
1555570990.37927,75.29063
1555570991.17618,75.29063
1555570992.05122,68.56825
1555570992.94189,67.3653
1555570993.87943,63.99704
1555570994.73885,69.81495
1555570995.62951,67.3653
1555570996.45768,72.44947
1555570997.34834,67.3653
1555570998.16088,73.84273
1555570998.89529,81.69836
1555570999.67658,76.79644
1555571000.44224,78.36371
1555571001.25477,73.84273
1555571002.19232,63.99704
1555571003.08298,67.3653
1555571004.02053,63.99704
1555571004.95807,63.99704
1555571005.83311,68.56825
1555571006.72378,67.3653
1555571007.64569,65.08173
1555571008.52074,68.56825
1555571009.39578,68.56825
1555571010.27082,68.56825
1555571011.19273,65.08173
1555571012.0834,67.3653
1555571012.97407,67.3653
1555571013.86473,67.3653
1555571014.73977,68.56825
1555571015.61481,68.56825
1555571016.48985,68.56825
1555571017.36489,68.56825
1555571018.28681,65.08173
1555571019.11498,72.44947
1555571019.99002,68.56825
1555571020.84943,69.81495
1555571021.75572,66.20383
1555571022.58389,72.44947
1555571023.4433,69.81495
1555571024.31834,68.56825
1555571025.19338,68.56825
1555571026.00592,73.84273
1555571026.86533,69.81496
1555571027.70912,71.10782
1555571028.58416,68.56825
1555571029.41233,72.44947
1555571030.27174,69.81495
1555571031.16241,67.3653
1555571032.03745,68.56825
1555571032.86561,72.44947
1555571033.69378,72.44947
1555571034.55319,69.81495
1555571035.36573,73.84273
1555571036.16264,75.29065
1555571036.97518,73.84273
1555571037.85022,68.56825
1555571038.70963,69.81495
1555571039.56905,69.81495
1555571040.44409,68.56825
1555571041.33475,67.3653
1555571042.14729,73.84273
1555571043.00671,69.81495
1555571043.86612,69.81495
1555571044.74116,68.56825
1555571045.5537,73.84273
1555571046.42874,68.56825
1555571047.30378,68.56825
1555571048.19445,67.3653
1555571049.00699,73.84275
1555571049.81952,73.84273
1555571050.66331,71.10782
1555571051.52273,69.81495
1555571052.35089,72.44947
1555571053.2103,69.81495
1555571054.06972,69.81495
1555571054.91351,71.10782
1555571055.72605,73.84273
1555571056.55421,72.44947
1555571057.398,71.10783
1555571058.27304,68.56825
1555571059.08558,73.84273
1555571059.92937,71.10782
1555571060.77316,71.10782
1555571061.57007,75.29063
1555571062.36698,75.29063
1555571063.21077,71.10782
1555571064.07018,69.81496
1555571064.88272,73.84273
1555571065.71088,72.44947
1555571066.53905,72.44947
1555571067.30471,78.36371
1555571068.13287,72.44947
1555571068.97666,71.10782
1555571069.82045,71.10783
1555571070.63299,73.84273
1555571071.4924,69.81495
1555571072.36744,68.56825
1555571073.14873,76.79644
1555571073.99252,71.10782
1555571074.83631,71.10782
1555571075.6801,71.10782
1555571076.46138,76.79646
1555571077.28955,72.44947
1555571078.13333,71.10782
1555571078.93025,75.29063
1555571079.77404,71.10782
1555571080.80533,58.17913
1555571089.66512,68.56825
1555571090.50891,71.10782
1555571091.38395,68.56825
1555571092.29024,66.20383
1555571093.19653,66.20383
1555571094.05595,69.81495
1555571094.93099,68.56825
1555571095.8529,65.08173
1555571096.68107,72.44947
1555571097.50923,72.44947
1555571098.36865,69.81495
1555571099.24369,68.56825
1555571100.07185,72.44947
1555571100.93127,69.81495
1555571101.82193,67.3653
1555571102.65009,72.44947
1555571103.50951,69.81495
1555571104.36892,69.81495
1555571105.25959,67.3653
1555571106.08775,72.44949
1555571106.93154,71.10782
1555571107.82221,67.3653
1555571108.65037,72.44947
1555571109.47854,72.44947
1555571110.29107,73.84273
1555571111.10361,73.84273
1555571111.8849,76.79646
1555571112.69743,73.84273
1555571113.54122,71.10782
1555571114.43189,67.3653
1555571115.26005,72.44947
1555571116.15072,67.3653
1555571117.08826,63.99704
1555571118.01018,65.08173
1555571118.85397,71.10782
1555571119.74464,67.3653
1555571120.65093,66.20383
1555571121.51034,69.81495
1555571122.35413,71.10782
1555571123.22917,68.56825
1555571124.15109,65.08173
1555571125.02613,68.56825
1555571125.9168,67.3653
1555571126.80746,67.3653
1555571127.71376,66.20383
1555571128.57317,69.81495
1555571129.43259,69.81495
1555571130.30763,68.56825
1555571131.18267,68.56825
1555571132.02646,71.10782
1555571132.88587,69.81495
1555571133.74528,69.81495
1555571134.57345,72.44947
1555571135.41724,71.10782
1555571136.3079,67.3653
1555571137.19857,67.3653
1555571138.01111,73.84273
1555571138.8549,71.10783
1555571139.68306,72.44947
1555571140.5581,68.56825
1555571141.35501,75.29063
1555571142.18318,72.44947
1555571143.04259,69.81495
1555571143.93326,67.3653
1555571144.74579,73.84273
1555571145.58958,71.10782
1555571146.41775,72.44949
1555571147.30841,67.36528
1555571148.10532,75.29065
1555571148.93349,72.44947
1555571149.77728,71.10782
1555571150.68357,66.20383
1555571151.52736,71.10782
1555571152.38677,69.81495
1555571153.27744,67.3653
1555571154.16811,67.3653
1555571154.99627,72.44947
1555571155.84006,71.10782
1555571156.7151,68.56825
1555571157.59014,68.56825
1555571158.40268,73.84273
1555571159.23084,72.44949
1555571160.10588,68.56825
1555571160.91842,73.84273
1555571161.76221,71.10782
1555571162.62162,69.81495
1555571163.52791,66.20383
1555571164.40295,68.56825
1555571165.29362,67.3653
1555571166.19991,66.20383
1555571167.12183,65.08173
1555571167.98125,69.81495
1555571168.85629,68.56825
1555571169.74695,67.3653
1555571170.63762,67.3653
1555571171.45016,73.84273
1555571172.29395,71.10782
1555571173.15336,69.81495
1555571173.93465,76.79644
1555571174.76281,72.44947
1555571175.6066,71.10783
1555571176.40351,75.29063
1555571177.2473,71.10782
1555571178.18484,63.99704
1555571179.04426,69.81495
1555571179.93492,67.3653
1555571180.82559,67.3653
1555571181.70063,68.56825
1555571182.52879,72.44947
1555571183.38821,69.81495
1555571184.26325,68.56825
1555571185.12266,69.81495
1555571185.98208,69.81495
1555571186.85712,68.56825
1555571187.77904,65.08173
1555571188.62283,71.10782
1555571189.46662,71.10782
1555571190.32603,69.81495
1555571191.2167,67.3653
1555571192.06049,71.10782
1555571192.93553,68.56825
1555571193.81057,68.56825
1555571194.71686,66.20383
1555571195.56065,71.10782
1555571196.42006,69.81496
1555571197.27948,69.81495
1555571198.18577,66.20383
1555571199.04518,69.81495
1555571199.9046,69.81495
1555571200.77964,68.56825
1555571201.67031,67.3653
1555571202.54535,68.56825
1555571203.37351,72.44947
1555571204.24855,68.56825
1555571205.15484,66.20383
1555571206.02988,68.56825
1555571206.90492,68.56825
1555571207.79559,67.3653
1555571208.70188,66.20383
1555571209.5613,69.81495
1555571210.38946,72.44947
1555571211.21762,72.44947
1555571212.07704,69.81495
1555571212.88958,73.84273
1555571213.70211,73.84275
1555571214.53028,72.44947
1555571215.38969,69.81495
1555571216.15535,78.36371
1555571216.99914,71.10782
1555571217.85856,69.81495
1555571218.65547,75.29063
1555571219.51488,69.81495
1555571220.38992,68.56825
1555571221.29621,66.20383
1555571222.10875,73.84275
1555571222.92129,73.84273
1555571223.76508,71.10782
1555571224.59324,72.44947
1555571225.40578,73.84273
1555571226.24957,71.10782
1555571227.12461,68.56825
1555571228.01528,67.3653
1555571228.84344,72.44947
1555571229.68723,71.10782
1555571230.56227,68.56825
1555571231.40606,71.10783
1555571232.20297,75.29063
1555571233.03113,72.44947
1555571233.95305,65.08173
1555571234.78121,72.44947
1555571235.65625,68.56825
1555571236.5313,68.56825
1555571237.35946,72.44947
1555571238.172,73.84273
1555571249.56315,76.79646
1555571250.36006,75.29063
1555571251.04759,87.26867
1555571251.76638,83.47441
1555571252.45391,87.26867
1555571253.09456,93.65421
1555571253.71959,95.99553
1555571254.3915,89.2982
1555571255.0009,98.45695
1555571255.64156,93.65421
1555571256.31346,89.29817
1555571256.93849,95.99557
1555571257.59477,91.42432
1555571258.34481,79.99632
1555571259.06359,83.47439
1555571259.82925,78.36371
1555571260.64179,73.84273
1555571261.45432,73.84275
1555571262.28249,72.44947
1555571263.11065,72.44947
1555571263.90756,75.29063
1555571264.73573,72.44947
1555571265.54826,73.84273
1555571266.37643,72.44949
1555571267.15771,76.79644
1555571267.86087,85.32937
1555571268.59528,81.69836
1555571269.31406,83.47439
1555571270.03285,83.47439
1555571270.78288,79.99632
1555571271.61104,72.44947
1555571272.50171,67.3653
1555571273.43925,63.99704
1555571274.31429,68.56825
1555571275.22059,66.20383
1555571276.11125,67.3653
1555571277.01755,66.20381
1555571277.90821,67.3653
1555571278.84575,63.99704
1555571279.75205,66.20383
1555571280.59584,71.10782
1555571281.39275,75.29065
1555571282.22091,72.44947
1555571283.09595,68.56825
1555571284.00224,66.20383
1555571284.92416,65.08173
1555571285.84608,65.08173
1555571286.73675,67.3653
1555571287.62741,67.3653
1555571288.50245,68.56825
1555571289.39312,67.3653
1555571290.22128,72.44947
1555571291.04944,72.44947
1555571291.83073,76.79644
1555571292.64327,73.84273
1555571293.44018,75.29063
1555571294.28397,71.10782
1555571295.01838,81.69836
1555571295.79966,76.79644
1555571296.62783,72.44947
1555571297.47162,71.10782
1555571298.28416,73.84273
1555571299.12794,71.10783
1555571299.95611,72.44947
1555571300.78427,72.44947
1555571301.59681,73.84273
1555571302.4406,71.10782
1555571303.28439,71.10782
1555571304.12818,71.10782
1555571304.90946,76.79644
1555571305.722,73.84275
1555571306.56579,71.10782
1555571307.4252,69.81495
1555571308.25337,72.44947
1555571309.01903,78.36371
1555571309.92532,66.20383
1555571310.80036,68.56825
1555571311.62852,72.44947
1555571312.45669,72.44947
1555571313.28485,72.44949
1555571314.14426,69.81495
1555571314.94118,75.29063
1555571315.78497,71.10782
1555571316.62875,71.10782
1555571317.45692,72.44947
1555571318.25383,75.29063
1555571319.09762,71.10782
1555571319.97266,68.56825
1555571320.83207,69.81496
1555571321.64461,73.84273
1555571322.4884,71.10782
1555571323.34782,69.81495
1555571324.16035,73.84273
1555571324.94164,76.79644
1555571325.72293,76.79644
1555571326.51984,75.29065
1555571327.2855,78.36371
1555571328.08241,75.29063
1555571328.89495,73.84273
1555571329.75436,69.81495
1555571330.59815,71.10782
1555571331.45757,69.81496
1555571332.34823,67.3653
1555571333.2389,67.36528
1555571334.09831,69.81496
1555571334.9421,71.10782
1555571335.81714,68.56825
1555571336.67656,69.81495
1555571337.4891,73.84273
1555571338.31726,72.44947
1555571339.16105,71.10782
1555571340.03609,68.56825
1555571340.86425,72.44947
1555571341.70804,71.10782
1555571342.58308,68.56825
1555571343.47375,67.3653
1555571344.33316,69.81495
1555571345.2082,68.56825
1555571346.09887,67.3653
1555571346.97391,68.56825
1555571347.80207,72.44949
1555571348.64586,71.10782
1555571349.47403,72.44947
1555571350.31781,71.10782
1555571351.14598,72.44947
1555571351.98977,71.10782
1555571352.89606,66.20383
1555571353.73985,71.10782
1555571354.61489,68.56825
1555571355.48993,68.56825
1555571356.33372,71.10782
1555571357.16188,72.44947
1555571358.00567,71.10783
1555571358.83383,72.44947
1555571359.64637,73.84273
1555571360.50579,69.81495
1555571361.34958,71.10782
1555571362.20899,69.81495
1555571363.03715,72.44947
1555571363.86532,72.44947
1555571364.63098,78.36374
1555571365.38101,79.99628
1555571366.14667,78.36371
1555571366.86546,83.47441
1555571367.58424,83.47439
1555571368.2874,85.32937
1555571368.99055,85.3294
1555571369.75622,78.36371
1555571370.56875,73.84273
1555571371.42817,69.81495
1555571372.1782,79.99632
1555571373.08449,66.20381
1555571373.95953,68.56827
1555571374.80332,71.10782
1555571375.61586,73.84273
1555571376.44402,72.44947
1555571377.27219,72.44947
1555571378.05347,76.79644
1555571378.81913,78.36374
1555571379.63167,73.84273
1555571380.41296,76.79644
1555571381.20987,75.29063
1555571382.05366,71.10782
1555571382.97558,65.08173
1555571383.78812,73.84273
1555571384.55378,78.36374
1555571385.30381,79.99628
1555571386.03822,81.69833
1555571386.78825,79.99632
1555571387.50704,83.47439
1555571388.25707,79.99628
1555571389.13211,68.56825
1555571389.92902,75.29063
1555571390.83532,66.20383
1555571391.53847,85.3294
1555571392.35101,73.84273
1555571393.16355,73.84273
1555571393.92921,78.36371
1555571411.75816,106.6617
1555571412.43007,89.2982
1555571417.18029,75.29063
1555571418.00845,72.44947
1555571418.83661,72.44947
1555571419.6804,71.10782
1555571420.50857,72.44947
1555571421.3211,73.84275
1555571422.13364,73.84273
1555571422.8993,78.36371
1555571423.68059,76.79644
1555571424.49313,73.84273
1555571425.32129,72.44947
1555571426.19633,68.56827
1555571427.10262,66.20381
1555571428.04016,63.99704
1555571428.94646,66.20383
1555571429.884,63.99704
1555571430.77467,67.3653
1555571431.63408,69.81495
1555571432.52475,67.3653
1555571433.39979,68.56825
1555571434.27483,68.56825
1555571435.18112,66.20383
1555571436.05616,68.56825
1555571436.9312,68.56825
1555571437.82187,67.3653
1555571438.68128,69.81495
1555571439.55632,68.56825
1555571440.36886,73.84273
1555571441.19702,72.44949
1555571442.02519,72.44947
1555571442.8846,69.81495
1555571443.80652,65.08173
1555571444.57218,78.36371
1555571445.41597,71.10782
1555571446.30664,67.3653
1555571447.21293,66.20383
1555571448.08797,68.56825
1555571448.96301,68.56825
1555571449.83805,68.56825
1555571450.74434,66.20383
1555571451.54125,75.29063
1555571452.36942,72.44947
1555571453.19758,72.44949
1555571453.99449,75.29063
1555571459.07285,69.81495
1555571459.94789,68.56825
1555571460.80731,69.81495
1555571461.6511,71.10782
1555571462.49488,71.10783
1555571463.36993,68.56825
1555571464.26059,67.3653
1555571465.08876,72.44947
1555571465.9638,68.56825
1555571466.87009,66.20383
1555571467.77638,66.20383
1555571468.62017,71.10782
1555571469.49521,68.56825
1555571470.35462,69.81495
1555571471.22966,68.56825
1555571472.05783,72.44947
1555571472.93287,68.56825
1555571473.83916,66.20383
1555571474.76108,65.08173
1555571475.63612,68.56825
1555571476.55804,65.08173
1555571477.47995,65.08173
1555571478.37062,67.3653
1555571479.21441,71.10782
1555571480.07382,69.81495
1555571480.90199,72.44947
1555571481.73015,72.44947
1555571482.57394,71.10782
1555571483.44898,68.56825
1555571484.32402,68.56825
1555571485.18344,69.81495
1555571486.05848,68.56825
1555571486.93352,68.56825
1555571487.76168,72.44947
1555571488.58984,72.44949
1555571489.46488,68.56825
1555571490.33992,68.56825
1555571491.15246,73.84273
1555571491.99625,71.10782
1555571492.84004,71.10782
1555571493.6682,72.44947
1555571494.48074,73.84273
1555571495.32453,71.10782
1555571496.13707,73.84275
1555571496.98086,71.10782
1555571497.74652,78.36371
1555571498.59031,71.10782
1555571499.44972,69.81495
1555571500.27788,72.44947
1555571501.0748,75.29063
1555571501.90296,72.44947
1555571502.74675,71.10783
1555571503.57491,72.44947
1555571504.38745,73.84273
1555571505.21561,72.44947
1555571506.07503,69.81495
1555571506.90319,72.44947
1555571507.73136,72.44947
1555571508.57514,71.10782
1555571509.41893,71.10783
1555571510.2471,72.44947
1555571511.05963,73.84273
1555571511.90342,71.10782
1555571512.74721,71.10782
1555571513.55975,73.84273
1555571514.37229,73.84273
1555571515.24733,68.56825
1555571516.10674,69.81495
1555571516.91928,73.84275
1555571517.7787,69.81495
1555571522.73205,72.44947
1555571523.57584,71.10783
1555571524.41963,71.10782
1555571525.32592,66.20383
1555571526.06033,81.69833
1555571526.79474,81.69833
1555571527.57602,76.79646
1555571528.26356,87.26867
1555571528.93546,89.29817
1555571529.65425,83.47441
1555571530.26365,98.45695
1555571531.04493,76.79646
1555571539.9516,76.79646
1555571540.76413,73.84273
1555571541.60792,71.10782
1555571542.45171,71.10782
1555571543.31113,69.81495
1555571544.17054,69.81495
1555571545.02996,69.81495
1555571545.95188,65.08173
1555571546.85817,66.20383
1555571547.76446,66.20383
1555571548.65513,67.3653
1555571549.57704,65.08173
1555571550.53021,62.94791
1555571551.42088,67.3653
1555571552.32717,66.20383
1555571553.23346,66.20383
1555571554.17101,63.99702
1555571555.0773,66.20383
1555571555.95234,68.56825
1555571556.843,67.3653
1555571557.73367,67.3653
1555571558.65559,65.08173
1555571559.57751,65.08173
1555571560.51505,63.99704
1555571561.46822,62.94791
1555571562.39014,65.08173
1555571563.29643,66.20383
1555571564.23397,63.99704
1555571565.20277,61.93262
1555571566.14031,63.99702
1555571567.07785,63.99704
1555571567.99977,65.08173
1555571568.95294,62.94791
1555571569.90611,62.94791
1555571570.79678,67.3653
1555571571.70307,66.20383
1555571572.65624,62.94791
1555571573.57815,65.08173
1555571574.40632,72.44947
1555571575.26573,69.81495
1555571576.12515,69.81495
1555571576.92206,75.29063
1555571577.71897,75.29063
1555571578.54713,72.44947
1555571579.3128,78.36374
1555571580.12533,73.84273
1555571580.9535,72.44947
1555571581.78166,72.44947
1555571582.60982,72.44947
1555571583.48486,68.56825
1555571584.31303,72.44947
1555571585.20369,67.3653
1555571586.03186,72.44947
1555571586.89127,69.81496
1555571587.78194,67.3653
1555571588.62573,71.10782
1555571589.46952,71.10782
1555571590.34456,68.56825
1555571591.18835,71.10782
1555571591.98526,75.29063
1555571592.84467,69.81495
1555571593.70409,69.81495
1555571594.53225,72.44947
1555571595.36041,72.44947
1555571596.18858,72.44949
1555571597.03237,71.10782
1555571597.82928,75.29063
1555571598.67307,71.10782
1555571599.54811,68.56825
1555571600.43877,67.3653
1555571601.29819,69.81495
1555571602.1576,69.81495
1555571603.0639,66.20383
1555571603.90768,71.10782
1555571604.73585,72.44947
1555571605.54839,73.84273
1555571606.37655,72.44949
1555571607.22034,71.10782
1555571608.03288,73.84273
1555571608.89229,69.81495
1555571609.76733,68.56825
1555571610.61112,71.10782
1555571611.48616,68.56825
1555571612.34558,69.81495
1555571613.20499,69.81495
1555571614.01753,73.84273
1555571614.86132,71.10782
1555571615.70511,71.10782
1555571616.58015,68.56825
1555571617.42394,71.10783
1555571618.29898,68.56825
1555571619.15839,69.81495
1555571620.03343,68.56825
1555571620.87722,71.10782
1555571621.76789,67.3653
1555571622.65855,67.3653
1555571623.51797,69.81495
1555571624.34613,72.44947
1555571625.15867,73.84273
1555571626.01808,69.81495
1555571626.84625,72.44947
1555571627.67441,72.44947
1555571628.53382,69.81495
1555571629.39324,69.81496
1555571630.20578,73.84273
1555571631.04957,71.10782
1555571631.89336,71.10782
1555571632.72152,72.44947
1555571633.51843,75.29063
1555571634.33097,73.84273
1555571635.15913,72.44947
1555571636.00292,71.10783
1555571636.81546,73.84273
1555571637.64362,72.44947
1555571638.47179,72.44947
1555571639.29995,72.44947
1555571640.11249,73.84273
1555571640.95628,71.10782
1555571641.80006,71.10782
1555571642.64385,71.10783
1555571643.45639,73.84273
1555571644.28455,72.44947
1555571645.14397,69.81495
1555571646.01901,68.56825
1555571646.83155,73.84273
1555571647.67534,71.10782
1555571648.51913,71.10782
1555571649.36291,71.10782
1555571650.1442,76.79646
1555571650.94111,75.29063
1555571651.70677,78.36371
1555571652.44118,81.69833
1555571653.22247,76.79646
1555571654.03501,73.84273
1555571654.87879,71.10782
1555571655.69133,73.84273
1555571656.582,67.3653
1555571657.50392,65.08173
1555571658.37896,68.56825
1555571659.22275,71.10782
1555571660.09779,68.56825
1555571660.94158,71.10782
1555571661.76974,72.44947
1555571662.5979,72.44949
1555571663.41044,73.84273
1555571664.28548,68.56825
1555571665.12927,71.10782
1555571665.97306,71.10782
1555571666.81685,71.10782
1555571667.64501,72.44947
1555571668.44192,75.29063
1555571669.23883,75.29065
1555571670.1295,67.36528
1555571670.89516,78.36374
1555571671.73895,71.10782
1555571672.59837,69.81495
1555571673.48903,67.3653
1555571674.33282,71.10782
1555571675.16098,72.44947
1555571676.00477,71.10782
1555571676.89544,67.3653
1555571677.77048,68.56825
1555571678.61427,71.10782
1555571679.48931,68.56825
1555571680.34872,69.81495
1555571681.19251,71.10783
1555571682.00505,73.84273
1555571682.83321,72.44947
1555571683.69263,69.81495
1555571684.53642,71.10782
1555571685.3177,76.79644
1555571686.14587,72.44947
1555571686.98966,71.10782
1555571687.8647,68.56825
1555571688.69286,72.44949
1555571689.55228,69.81495
1555571690.42732,68.56825
1555571691.30236,68.56825
1555571692.14615,71.10782
1555571693.02119,68.56825
1555571693.91185,67.3653
