TS_Machine,ibi
1555579674.68589,0.7500348
1555579675.43592,0.7500346
1555579676.17033,0.7344091
1555579676.87349,0.7031577
1555579677.56102,0.6875317
1555579678.23293,0.6719062
1555579678.93608,0.7031574
1555579679.63924,0.7031577
1555579680.3424,0.7031574
1555579681.02993,0.6875319
1555579681.70184,0.671906
1555579682.37374,0.6719062
1555579683.04565,0.6719062
1555579683.73318,0.6875317
1555579684.42071,0.6875319
1555579685.12387,0.7031574
1555579685.82703,0.7031577
1555579686.51456,0.6875317
1555579687.20209,0.6875319
1555579687.88962,0.6875317
1555579688.56153,0.6719062
1555579689.23344,0.6719062
1555579689.90534,0.671906
1555579690.56162,0.6562805
1555579691.23353,0.671906
1555579691.92106,0.6875319
1555579692.59297,0.671906
1555579693.2805,0.6875319
1555579693.96803,0.6875317
1555579694.63994,0.6719062
1555579695.31184,0.671906
1555579695.96812,0.6562805
1555579696.6244,0.6562803
1555579697.29631,0.6719062
1555579697.96821,0.671906
1555579698.6245,0.6562805
1555579699.2964,0.671906
1555579699.95268,0.6562805
1555579700.62459,0.671906
1555579701.29649,0.6719062
1555579701.95277,0.6562803
1555579702.62468,0.6719062
1555579703.29659,0.671906
1555579703.99974,0.7031577
1555579704.67165,0.671906
1555579705.37481,0.7031577
1555579706.07797,0.7031577
1555579706.7655,0.6875317
1555579707.42178,0.6562805
1555579708.10931,0.6875317
1555579708.82809,0.7187833
1555579709.5,0.671906
1555579728.07898,0.6562803
1555579728.73526,0.6562805
1555579729.4228,0.6875317
1555579738.42321,0.7656605
1555579739.22012,0.7969117
1555579740.01704,0.796912
1555579740.81395,0.796912
1555579748.17367,0.7187833
1555579748.89245,0.7187831
1555579749.61123,0.7187833
1555579750.36127,0.7500348
1555579751.1113,0.7500346
1555579751.83008,0.7187833
1555579752.54887,0.7187833
1555579753.2364,0.6875317
1555579753.90831,0.6719062
1555579754.59584,0.6875317
1555579755.28337,0.6875319
1555579755.95528,0.671906
1555579756.65843,0.7031577
1555579757.37722,0.7187831
1555579758.096,0.7187833
1555579758.76791,0.6719062
1555579769.8778,0.7031577
1555579770.6122,0.7344089
1555579771.31536,0.7031577
1555579772.00289,0.6875317
1555579772.70605,0.7031577
1555579773.39358,0.6875319
1555579774.11237,0.7187831
1555579774.84678,0.7344091
1555579775.59681,0.7500348
1555579776.34684,0.7500346
1555579777.06563,0.7187833
1555579777.78441,0.7187833
1555579778.50319,0.7187831
1555579779.2376,0.7344091
1555579780.00326,0.7656605
1555579780.7533,0.7500346
1555579781.50333,0.7500348
1555579782.25337,0.7500348
1555579783.0034,0.7500346
1555579783.75344,0.7500348
1555579784.5191,0.7656605
1555579785.23788,0.7187831
1555579785.95666,0.7187833
1555579786.69107,0.7344091
1555579787.44111,0.7500346
1555579788.22239,0.7812862
1555579788.98806,0.7656605
1555579789.78497,0.796912
1555579790.535,0.7500346
1555579791.28504,0.7500348
1555579792.0507,0.7656605
1555579792.78511,0.7344089
1555579793.55077,0.7656605
1555579794.31643,0.7656605
1555579795.05084,0.7344091
1555579795.75399,0.7031574
1555579796.45715,0.7031577
1555579797.17593,0.7187831
1555579797.89472,0.7187833
1555579798.64475,0.7500348
1555579799.39479,0.7500346
1555579800.1292,0.7344091
1555579800.84798,0.7187833
1555579809.41088,0.7031577
1555579810.14529,0.7344091
1555579810.89532,0.7500346
1555579811.62973,0.7344091
1555579812.34851,0.7187833
1555579813.05167,0.7031574
1555579813.78608,0.7344091
1555579814.50486,0.7187831
1555579815.22365,0.7187833
1555579815.97368,0.7500348
1555579816.69246,0.7187831
1555579817.41125,0.7187833
1555579818.13003,0.7187833
1555579818.81756,0.6875317
1555579819.48947,0.6719062
1555579820.177,0.6875317
1555579820.86453,0.6875319
1555579821.53644,0.671906
1555579822.28647,0.7500348
1555579823.11464,0.8281634
1555579823.92717,0.8125377
1555579824.70846,0.7812862
1555579825.53662,0.8281631
1555579826.31791,0.7812862
1555579827.14607,0.8281634
1555579827.94298,0.796912
1555579828.77115,0.8281634
1555579829.55243,0.781286
1555579830.28684,0.7344091
1555579831.02125,0.7344091
1555579831.74004,0.7187831
1555579832.45882,0.7187833
1555579833.19323,0.7344091
1555579833.95889,0.7656602
1555579863.9134,0.7187833
1555579864.60093,0.6875319
1555579865.33534,0.7344089
1555579879.94539,0.7500346
1555579880.63292,0.6875319
1555579881.32046,0.6875317
1555579884.80499,0.6875317
1555579885.50815,0.7031577
1555579886.21131,0.7031574
1555579886.88321,0.6719062
1555579887.58637,0.7031577
1555579888.2739,0.6875317
1555579888.97706,0.7031577
1555579889.66459,0.6875317
1555579890.35212,0.6875319
1555579897.74309,0.7031577
1555579898.44625,0.7031574
1555579899.10253,0.6562805
1555579899.88382,0.781286
1555579900.64948,0.7656605
1555579901.44639,0.796912
1555579902.16517,0.7187831
1555579902.91521,0.7500348
1555579903.61836,0.7031577
1555579904.29027,0.671906
1555579904.96218,0.6719062
1555579905.61846,0.6562803
1555579906.29036,0.6719062
1555579907.00915,0.7187831
1555579907.72793,0.7187833
1555579911.91562,0.7187833
1555579912.61878,0.7031574
1555579913.30631,0.6875319
1555579914.0251,0.7187831
1555579914.72825,0.7031577
1555579915.43141,0.7031574
1555579916.15019,0.7187833
1555579916.86898,0.7187833
1555579917.58776,0.7187831
1555579918.3378,0.7500348
1555579919.05658,0.7187833
1555579919.77536,0.7187831
1555579920.49415,0.7187833
1555579921.1973,0.7031574
1555579921.90046,0.7031577
1555579922.61924,0.7187833
1555579923.3224,0.7031574
1555579924.04118,0.7187833
1555579924.75997,0.7187833
1555579932.57283,0.7187831
1555579933.26036,0.6875319
1555579933.96352,0.7031574
1555579934.69793,0.7344091
1555579935.41671,0.7187833
1555579936.13549,0.7187831
1555579936.83865,0.7031577
1555579937.52618,0.6875317
1555579938.21372,0.6875319
1555579938.88562,0.671906
1555579939.60441,0.7187833
1555579940.29194,0.6875319
1555579941.0576,0.7656602
1555579941.77638,0.7187833
1555579942.52642,0.7500348
1555579943.2452,0.7187831
1555579943.94836,0.7031577
1555579944.66714,0.7187833
1555579945.35467,0.6875317
1555579946.05783,0.7031577
1555579946.74536,0.6875317
1555579947.44852,0.7031577
1555579948.18293,0.7344089
1555579948.91734,0.7344091
1555579949.63612,0.7187833
1555579950.37053,0.7344089
1555579951.08931,0.7187833
1555579951.8081,0.7187833
1555579952.5425,0.7344089
1555579953.26129,0.7187833
1555579953.9957,0.7344091
1555579954.71448,0.7187831
1555579955.46452,0.7500348
1555579956.19892,0.7344091
1555579956.93333,0.7344089
1555579957.66774,0.7344091
1555579958.38653,0.7187831
1555579959.05843,0.6719062
1555579959.74596,0.6875319
1555579960.4335,0.6875317
1555579961.13665,0.7031577
1555579961.85544,0.7187831
1555579962.58985,0.7344091
1555579963.35551,0.7656605
1555579964.08991,0.7344089
1555579964.85558,0.7656605
1555579965.58998,0.7344091
1555579966.34002,0.7500346
1555579967.07443,0.7344091
1555579967.84009,0.7656605
1555579968.5745,0.7344091
1555579969.30891,0.7344089
1555579970.01206,0.7031577
1555579970.71522,0.7031574
1555579971.41838,0.7031577
1555579972.10591,0.6875317
1555579972.80907,0.7031577
1555579973.54348,0.7344091
1555579974.23101,0.6875317
1555579974.93417,0.7031577
1555579975.63732,0.7031574
1555579976.34048,0.7031577
1555579977.05927,0.7187833
1555579977.77805,0.7187831
1555579978.48121,0.7031577
1555579979.21562,0.7344091
1555579979.95002,0.7344089
1555579980.68443,0.7344091
1555579984.21585,0.7031577
1555579984.919,0.7031574
1555579985.62216,0.7031577
1555579986.35657,0.7344091
1555579987.07535,0.7187831
1555579987.77851,0.7031577
1555579988.51292,0.7344091
1555579989.27858,0.7656602
1555579990.04424,0.7656605
1555579990.85678,0.8125377
1555579991.62244,0.7656605
1555579992.41935,0.7969117
1555579993.15376,0.7344091
1555579993.95067,0.796912
1555579994.71633,0.7656605
1555579995.49762,0.781286
1555579996.26328,0.7656605
1555579997.01331,0.7500348
1555579997.76335,0.7500346
1555579998.49776,0.7344091
1555579999.23217,0.7344091
1555580005.57621,0.7187833
1555580006.32625,0.7500348
1555580007.09191,0.7656605
1555580007.88882,0.7969117
1555580008.6701,0.7812862
1555580009.40451,0.7344091
1555580010.13892,0.7344089
1555580010.85771,0.7187833
1555580011.56086,0.7031577
1555580012.24839,0.6875317
1555580012.90468,0.6562805
1555580013.59221,0.6875317
1555580014.26411,0.6719062
1555580014.93602,0.671906
1555580015.63918,0.7031577
1555580016.37359,0.7344089
1555580017.108,0.7344091
1555580017.87366,0.7656605
1555580018.62369,0.7500348
1555580019.37372,0.7500346
1555580020.10813,0.7344091
1555580020.84254,0.7344091
1555580021.56133,0.7187831
1555580022.28011,0.7187833
1555580023.01452,0.7344089
1555580023.76455,0.7500348
1555580024.51459,0.7500348
1555580025.249,0.7344091
1555580034.90569,0.7656602
1555580035.56197,0.6562805
1555580036.26513,0.7031574
1555580036.98392,0.7187833
1555580037.67145,0.6875319
1555580038.3746,0.7031574
1555580039.06214,0.6875319
1555580039.76529,0.7031574
1555580040.48408,0.7187833
1555580047.68754,0.7031574
1555580048.40632,0.7187833
1555580049.10948,0.7031574
1555580049.82826,0.7187833
1555580050.54704,0.7187833
1555580051.28145,0.7344089
1555580052.00024,0.7187833
1555580052.71902,0.7187833
1555580053.39093,0.671906
1555580054.06283,0.6719062
1555580054.71911,0.6562803
1555580055.35977,0.6406548
1555580056.00042,0.6406546
1555580056.62545,0.6250288
1555580057.25048,0.6250291
1555580057.84426,0.5937774
1555580058.46929,0.6250291
1555580059.10994,0.6406546
1555580059.79747,0.6875319
1555580060.51626,0.7187831
1555580061.34442,0.8281634
1555580062.23509,0.8906662
1555580063.12575,0.8906662
1555580064.01642,0.8906662
1555580064.86021,0.843789
1555580065.71962,0.8594148
1555580066.54778,0.8281634
1555580067.3447,0.796912
1555580068.12598,0.781286
1555580068.90727,0.7812862
1555580069.67293,0.7656605
1555580070.43859,0.7656605
1555580071.15737,0.7187831
1555580071.90741,0.7500348
1555580072.59494,0.6875317
1555580073.39185,0.796912
1555580074.15751,0.7656605
1555580074.98568,0.8281634
1555580075.76696,0.7812862
1555580076.53262,0.7656602
1555580077.29828,0.7656605
1555580078.04832,0.7500348
1555580078.79835,0.7500346
1555580079.56401,0.7656605
1555580080.32967,0.7656605
1555580081.07971,0.7500348
1555580081.82974,0.7500346
1555580082.56415,0.7344091
1555580083.29856,0.7344091
1555580084.03297,0.7344089
1555580105.33083,0.781286
1555580106.11212,0.7812862
1555580106.87778,0.7656605
1555580107.64344,0.7656605
1555580108.37785,0.7344089
1555580109.11226,0.7344091
1555580109.84667,0.7344091
1555580110.5342,0.6875317
1555580111.22173,0.6875319
1555580111.90926,0.6875317
1555580112.58117,0.6719062
1555580113.2687,0.6875317
1555580113.97186,0.7031577
1555580114.69064,0.7187833
1555580115.42505,0.7344089
1555580116.19071,0.7656605
1555580116.94074,0.7500348
1555580117.7064,0.7656602
1555580118.47206,0.7656605
1555580119.23773,0.7656605
1555580120.00339,0.7656605
1555580120.75342,0.7500346
1555580121.50345,0.7500348
1555580122.25349,0.7500348
1555580122.95665,0.7031574
1555580123.6598,0.7031577
1555580124.36296,0.7031574
1555580125.06612,0.7031577
1555580125.80053,0.7344091
1555580126.53494,0.7344089
1555580127.28497,0.7500348
1555580128.03501,0.7500348
1555580128.76942,0.7344089
1555580129.51945,0.7500348
1555580130.25386,0.7344091
1555580130.98827,0.7344089
1555580131.70705,0.7187833
1555580132.42584,0.7187833
1555580133.14462,0.7187831
1555580133.8634,0.7187833
1555580141.55126,0.7031574
1555580142.28567,0.7344091
1555580143.0357,0.7500348
1555580143.78574,0.7500346
1555580144.50452,0.7187833
1555580145.2233,0.7187833
1555580145.92646,0.7031574
1555580146.62962,0.7031577
1555580147.3484,0.7187831
1555580148.06719,0.7187833
1555580148.78597,0.7187833
1555580149.48913,0.7031574
1555580150.17666,0.6875319
1555580150.84856,0.671906
1555580151.52047,0.6719062
1555580152.17675,0.6562803
1555580152.86428,0.6875319
1555580153.58307,0.7187831
1555580154.3331,0.7500348
1555580155.08314,0.7500348
1555580155.81754,0.7344089
1555580156.5832,0.7656605
1555580157.30199,0.7187833
1555580158.0364,0.7344089
1555580158.77081,0.7344091
1555580159.50521,0.7344091
1555580160.23962,0.7344089
1555580160.97403,0.7344091
1555580161.70844,0.7344091
1555580162.44285,0.7344089
1555580163.17726,0.7344091
1555580163.89604,0.7187833
1555580164.61483,0.7187831
1555580165.31798,0.7031577
1555580166.02114,0.7031577
1555580166.7243,0.7031574
1555580167.42746,0.7031577
1555580168.11499,0.6875317
1555580168.83377,0.7187833
1555580169.55256,0.7187831
1555580170.27134,0.7187833
1555580170.95887,0.6875319
1555580171.67765,0.7187831
1555580172.38081,0.7031577
1555580173.09959,0.7187833
1555580173.834,0.7344089
1555580174.56841,0.7344091
1555580175.30282,0.7344089
1555580176.0216,0.7187833
1555580176.74039,0.7187833
1555580177.44355,0.7031574
1555580178.16233,0.7187833
1555580178.88111,0.7187833
1555580239.52455,0.7344091
1555580240.30583,0.781286
1555580241.08712,0.7812862
1555580241.83715,0.7500348
1555580242.60281,0.7656605
1555580243.3841,0.781286
1555580244.16539,0.7812862
1555580244.9623,0.796912
1555580245.69671,0.7344089
1555580246.41549,0.7187833
1555580247.16552,0.7500348
1555580247.93118,0.7656605
1555580248.7281,0.7969117
1555580249.50938,0.7812862
1555580301.91806,0.7187831
1555580302.65247,0.7344091
1555580303.37125,0.7187833
1555580304.10566,0.7344089
1555580304.82444,0.7187833
1555580305.51198,0.6875319
1555580306.23076,0.7187831
1555580306.93392,0.7031577
1555580307.63707,0.7031574
1555580308.38711,0.7500348
1555580309.12152,0.7344091
1555580309.88718,0.7656602
1555580310.60596,0.7187833
1555580311.37162,0.7656605
1555580312.10603,0.7344091
1555580312.85607,0.7500346
1555580313.59048,0.7344091
1555580314.32488,0.7344091
1555580315.05929,0.7344089
1555580315.76245,0.7031577
1555580316.41873,0.6562803
1555580317.12189,0.7031577
1555580448.40922,0.6875317
1555580449.08113,0.6719062
1555580449.84679,0.7656605
1555580465.62877,0.7500346
1555580466.36318,0.7344091
1555580467.03508,0.671906
1555580467.72261,0.6875319
1555580468.45702,0.7344091
1555580469.12893,0.671906
1555580492.8019,0.6562805
1555581308.60531,0.43752
1555581309.05845,0.4531462
1555581309.55848,0.5000231
1555581309.996,0.4375203
1555581659.69969,0.5781519
1555581660.3091,0.6094031
1555581660.9185,0.6094031
1555581661.5279,0.6094034
1555581662.15293,0.6250288
1555581662.74671,0.5937774
1555581663.37174,0.6250291
1555581664.01239,0.6406546
1555581664.65305,0.6406548
1555581665.2937,0.6406546
1555581714.21784,0.6406548
1555581714.8585,0.6406546
1555581715.48353,0.6250291
1555581716.12418,0.6406546
1555581716.76484,0.6406546
1555581717.43674,0.6719062
1555581807.55029,0.6406548
1555581808.19094,0.6406546
1555581808.8316,0.6406546
1555581818.51955,0.6406546
1555581819.14458,0.6250291
1555581819.76961,0.6250288
1555581827.58247,0.6406548
1555581828.17625,0.5937774
1555581828.80127,0.6250291
1555581829.44193,0.6406546
1555581830.11384,0.6719062
1555581830.78574,0.671906
1555581831.45765,0.6719062
1555581832.12955,0.671906
1555581832.83271,0.7031577
1555581833.48899,0.6562803
1555581840.73933,0.6562805
1555581841.39561,0.6562803
1555581842.06751,0.6719062
1555581842.72379,0.6562803
1555581843.41133,0.6875319
1555581844.08323,0.671906
1555581844.75514,0.6719062
1555581845.44267,0.6875317
1555582076.67213,0.6094031
1555582077.31278,0.6406548
1555582077.92219,0.6094031
1555582078.57847,0.6562805
1555582079.266,0.6875317
1555582079.93791,0.6719062
1555582080.62544,0.6875317
1555582081.31297,0.6875319
1555582081.96925,0.6562803
1555582082.68803,0.7187833
1555582083.35994,0.6719062
1555582084.03184,0.671906
1555582084.6725,0.6406548
1555582085.32878,0.6562803
1555582086.01631,0.6875319
1555582101.3764,0.6562803
1555582102.01705,0.6406548
1555582102.65771,0.6406546
1555582103.31399,0.6562805
1555582103.95464,0.6406546
1555582145.76908,0.6406548
1555582146.39411,0.6250288
1555582147.03476,0.6406546
1555582147.65979,0.6250291
1555582148.36295,0.7031574
1555582153.28505,0.6094034
1555582153.91008,0.6250288
1555582154.58199,0.671906
1555582155.28514,0.7031577
1555582155.9883,0.7031577
1555582156.67583,0.6875317
